961.90,25.02,0.00,0.03,1.09
961.80,25.02,0.00,0.03,1.06
961.50,25.02,0.00,0.03,1.09
962.50,25.02,0.00,0.03,1.09
961.50,25.02,0.00,0.03,1.09
962.00,25.03,0.00,0.03,1.09
961.80,25.02,0.00,0.03,1.09
961.80,25.02,0.00,0.03,1.09
961.70,25.02,0.00,0.03,1.09
961.80,25.02,0.00,0.03,1.09
961.80,25.03,0.00,0.03,1.09
962.00,25.03,0.00,0.03,1.06
961.70,25.03,0.00,0.03,1.09
961.40,25.03,0.00,0.03,1.06
961.30,25.03,0.00,0.03,1.09
962.10,25.03,0.00,0.03,1.06
961.70,25.03,0.00,0.03,1.09
961.70,25.03,0.00,0.03,1.09
961.50,25.03,0.00,0.03,1.09
961.40,25.03,0.00,0.03,1.09
961.50,25.03,0.00,0.03,1.09
961.70,25.03,0.00,0.03,1.06
961.60,25.02,0.00,0.03,1.09
961.10,25.02,0.00,0.03,1.09
961.40,25.03,0.00,0.03,1.09
961.50,25.03,0.00,0.03,1.09
961.80,25.03,0.00,0.03,1.09
961.70,25.03,0.00,0.03,1.09
961.60,25.03,0.00,0.03,1.09
961.70,25.03,0.00,0.03,1.06
962.10,25.03,0.00,0.03,1.09
961.50,25.03,0.00,0.03,1.06
961.70,25.03,0.03,0.03,1.06
961.70,25.03,0.00,0.03,1.09
961.60,25.03,0.00,0.03,1.09
961.50,25.03,0.00,0.03,1.06
961.30,25.03,0.00,0.03,1.06
961.60,25.03,0.00,0.03,1.06
961.30,25.03,0.00,0.03,1.09
961.50,25.03,0.00,0.03,1.09
961.80,25.03,0.00,0.03,1.09
961.60,25.03,0.00,0.03,1.09
961.40,25.03,0.00,0.03,1.09
961.20,25.03,0.00,0.03,1.09
962.00,25.03,0.00,0.03,1.09
961.70,25.03,0.00,0.03,1.09
961.30,25.03,0.00,0.03,1.09
961.50,25.03,0.00,0.03,1.09
961.50,25.03,0.00,0.03,1.09
961.30,25.03,0.00,0.03,1.09
961.90,25.03,0.00,0.03,1.06
961.60,25.03,0.00,0.03,1.09
961.60,25.02,0.00,0.03,1.09
961.50,25.03,0.00,0.03,1.09
961.70,25.03,0.00,0.03,1.09
961.40,25.03,0.00,0.03,1.09
961.40,25.03,0.00,0.03,1.09
961.70,25.03,0.00,0.03,1.09
961.50,25.03,0.00,0.03,1.09
961.30,25.03,0.03,0.03,1.06
961.30,25.03,0.00,0.03,1.06
961.50,25.03,0.00,0.03,1.06
961.30,25.03,0.00,0.03,1.06
961.60,25.03,0.03,0.03,1.09
961.30,25.03,0.00,0.03,1.09
961.70,25.03,0.00,0.03,1.09
961.40,25.03,0.00,0.03,1.09
961.60,25.03,0.00,0.03,1.06
961.70,25.03,0.00,0.03,1.09
961.50,25.03,0.00,0.03,1.09
961.90,25.03,0.00,0.03,1.09
961.40,25.03,0.00,0.03,1.09
961.50,25.04,0.00,0.03,1.09
961.40,25.03,0.00,0.03,1.09
961.60,25.03,0.00,0.03,1.09
